OrderDate,TerritoryID,TotalRevenue,Average Profit Margin,OrderQty,UnitPrice,UnitPriceDiscount,TaxAmt,Freight,Average_Revenue_Per_User
2011-06-05,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-05,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-06,1,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-06-06,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-06,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-07,4,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-06-07,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-07,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-08,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-08,4,6978.26,142.60833412307966,2.0,6978.26,0.0,558.2608,174.4565,3489.13
2011-06-08,9,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-06-08,10,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-06-09,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-09,9,6978.26,142.60833412307966,2.0,6978.26,0.0,558.2608,174.4565,3489.13
2011-06-10,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-10,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-10,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-10,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-11,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-11,9,6978.26,142.60833412307966,2.0,6978.26,0.0,558.2608,174.4565,3489.13
2011-06-11,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-12,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-06-13,1,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-06-13,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-13,7,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-06-13,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-13,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-14,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-14,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-14,9,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-06-14,10,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-06-15,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-15,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-15,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-06-16,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-16,9,10556.529999999999,207.40728214219195,3.0,10556.529999999999,0.0,844.5224,263.91325,3518.843333333333
2011-06-17,9,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-06-18,1,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-06-18,4,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-06-18,6,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-18,9,14134.8,272.20623016130423,4.0,14134.8,0.0,1130.7839999999999,353.37,3533.7
2011-06-19,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-19,9,7677.3582,186.2468629616037,3.0,7677.3582,0.0,614.1886559999999,191.933955,2559.1194
2011-06-20,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-20,9,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-06-21,1,6774.98,155.61877219140325,2.0,6774.98,0.0,541.9984,169.3745,3387.49
2011-06-21,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-21,7,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-06-21,8,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-06-21,9,13956.52,285.2166682461593,4.0,13956.52,0.0,1116.5216,348.913,3489.13
2011-06-21,10,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-06-22,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-22,7,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-06-22,9,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-06-23,6,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-23,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-23,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-24,1,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-06-24,6,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-24,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-24,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-25,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-25,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-25,9,10378.25,220.41772022704697,3.0,10378.25,0.0,830.26,259.45625,3459.4166666666665
2011-06-26,1,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-06-26,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-26,7,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-06-26,9,17713.07,337.0051781804166,5.0,17713.07,0.0,1417.0456,442.82675,3542.614
2011-06-27,1,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-06-27,4,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-06-27,9,7652.3582,186.24686294507228,3.0,7652.3582,0.0,612.1886559999999,191.308955,2550.7860666666666
2011-06-27,10,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-06-28,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-28,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-28,9,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-06-28,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-29,6,7652.3582,186.24686294507228,3.0,7652.3582,0.0,612.1886559999999,191.308955,2550.7860666666666
2011-06-29,7,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-06-29,9,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-06-30,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-30,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-30,7,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-06-30,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-06-30,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-01,1,296069.6903,925.0244940911886,322.0,128742.9918,0.0,23685.575224,7401.742243000001,22774.591561538462
2011-07-01,2,71552.8892,-411.5336553277888,153.0,42797.05,0.0,5724.231135999999,1788.822219,8944.11115
2011-07-01,3,252715.02147399998,431.31962549285515,264.0,74600.7421,0.07,20217.201717,6317.875529,31589.377684249997
2011-07-01,4,302760.4158,424.05445835533123,479.0,123368.7733,0.1,24220.833264,7569.010377,18922.5259875
2011-07-01,5,301907.4914,224.6952501502712,349.0,96899.9819,0.04,24152.599310999998,7547.687272,30190.74914
2011-07-01,6,320559.343964,-253.7949531323942,488.0,136511.41939999998,0.06,25644.747516,8013.983576,14570.87927109091
2011-07-01,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-01,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-01,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-02,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-02,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-02,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-03,9,11230.6282,251.04581096418457,4.0,11230.6282,0.0,898.450256,280.765705,2807.65705
2011-07-04,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-04,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-04,9,10378.25,220.41772022704697,3.0,10378.25,0.0,830.26,259.45625,3459.4166666666665
2011-07-05,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-05,9,11433.9082,238.03537289586097,4.0,11433.9082,0.0,914.7126559999999,285.847705,2858.47705
2011-07-05,10,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-07-06,4,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-07-06,9,21113.059999999998,414.8145642843839,6.0,21113.059999999998,0.0,1689.0448,527.8265,3518.843333333333
2011-07-06,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-07,4,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-07,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-08,9,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-07-08,10,7855.638199999999,173.23642487674869,3.0,7855.638199999999,0.0,628.451056,196.390955,2618.5460666666663
2011-07-09,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-09,9,10328.25,220.4177201939841,3.0,10328.25,0.0,826.26,258.20625,3442.75
2011-07-10,4,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-10,9,13931.52,285.2166682296278,4.0,13931.52,0.0,1114.5216,348.288,3482.88
2011-07-11,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-11,4,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-11,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-12,4,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-12,6,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-12,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-12,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-12,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-13,1,4277.3682,108.43747685763638,2.0,4277.3682,0.0,342.189456,106.93420499999999,2138.6841
2011-07-13,9,7652.3582,186.24686294507228,3.0,7652.3582,0.0,612.1886559999999,191.308955,2550.7860666666666
2011-07-14,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-14,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-14,8,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-15,1,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-07-15,4,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-15,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-15,10,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-07-17,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-18,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-18,4,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-07-18,6,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-18,9,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-07-19,4,11433.9082,238.03537289586097,4.0,11433.9082,0.0,914.7126559999999,285.847705,2858.47705
2011-07-19,6,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-07-19,8,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-07-19,9,4277.3682,108.43747685763638,2.0,4277.3682,0.0,342.189456,106.93420499999999,2138.6841
2011-07-20,1,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-20,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-20,9,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-07-20,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-21,1,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-07-21,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-21,9,10531.529999999999,207.40728212566052,3.0,10531.529999999999,0.0,842.5224,263.28825,3510.5099999999998
2011-07-21,10,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-07-22,6,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-07-22,9,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-07-23,6,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-23,9,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-07-24,4,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-07-24,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-24,9,15012.1782,302.8343209149733,5.0,15012.1782,0.0,1200.974256,375.304455,3002.43564
2011-07-24,10,6978.26,142.60833412307966,2.0,6978.26,0.0,558.2608,174.4565,3489.13
2011-07-25,7,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-07-25,9,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-07-26,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-26,4,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-07-26,7,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-07-26,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-26,10,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-07-27,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-27,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-28,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-28,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-29,1,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-07-29,8,11433.9082,238.03537289586097,4.0,11433.9082,0.0,914.7126559999999,285.847705,2858.47705
2011-07-29,9,7652.3582,186.24686294507228,3.0,7652.3582,0.0,612.1886559999999,191.308955,2550.7860666666666
2011-07-30,1,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-07-30,4,6978.26,142.60833412307966,2.0,6978.26,0.0,558.2608,174.4565,3489.13
2011-07-30,6,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-30,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-30,10,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-07-31,6,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-07-31,7,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-07-31,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-07-31,9,10531.529999999999,207.40728212566052,3.0,10531.529999999999,0.0,842.5224,263.28825,3510.5099999999998
2011-08-01,1,228471.088876,687.0537890253569,199.0,81002.7084,0.02,18277.68711,5711.777216,38078.51481266667
2011-08-01,2,124319.671,-273.95289965287685,225.0,49799.4825,0.0,9945.57368,3107.991764,20719.94516666667
2011-08-01,3,72752.4503,-109.05657403414443,176.0,38722.0108,0.0,5820.196024,1818.8112489999999,9094.0562875
2011-08-01,4,400088.0572,844.5319717843058,482.0,134590.951,0.0,32007.044576,10002.201404,21057.26616842105
2011-08-01,5,138203.2059,301.99247775420326,155.0,63667.148499999996,0.05,11056.256472,3455.080139,13820.32059
2011-08-01,6,209219.1445,242.88964060944102,277.0,79291.8037,0.0,16737.53156,5230.478602,16093.780346153846
2011-08-01,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-01,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-02,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-02,6,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-02,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-02,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-02,9,14313.08,259.1957920764492,4.0,14313.08,0.0,1145.0464,357.827,3578.27
2011-08-02,10,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-03,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-03,9,7855.6382,173.23642487674869,3.0,7855.6382,0.0,628.451056,196.390955,2618.546066666667
2011-08-04,1,6978.26,142.60833412307966,2.0,6978.26,0.0,558.2608,174.4565,3489.13
2011-08-04,4,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-04,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-04,10,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-08-05,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-05,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-05,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-06,1,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-08-06,4,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-08-06,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-06,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-07,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-07,4,7855.6382,173.23642487674869,3.0,7855.6382,0.0,628.451056,196.390955,2618.546066666667
2011-08-07,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-08,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-08,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-09,1,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-08-09,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-09,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-09,9,10556.529999999999,207.40728214219195,3.0,10556.529999999999,0.0,844.5224,263.91325,3518.843333333333
2011-08-09,10,3374.99,77.8093860874359,1.0,3374.99,0.0,269.9992,84.37475,3374.99
2011-08-10,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-10,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-12,4,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-08-12,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-13,9,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-08-13,10,1398.1964,87.27705767704816,2.0,1398.1964,0.0,111.855712,34.95491,699.0982
2011-08-14,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-14,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-14,9,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-08-15,4,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-15,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-16,4,7855.6382,173.23642487674869,3.0,7855.6382,0.0,628.451056,196.390955,2618.546066666667
2011-08-16,7,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-16,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-17,4,6978.26,142.60833412307966,2.0,6978.26,0.0,558.2608,174.4565,3489.13
2011-08-17,9,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-17,10,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-08-18,4,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-18,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-18,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-19,1,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-19,4,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-08-19,6,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-19,8,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-19,9,10556.529999999999,207.40728214219195,3.0,10556.529999999999,0.0,844.5224,263.91325,3518.843333333333
2011-08-20,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-20,10,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-21,1,3399.99,77.80938610396734,1.0,3399.99,0.0,271.9992,84.99975,3399.99
2011-08-21,7,7652.3582,186.24686294507228,3.0,7652.3582,0.0,612.1886559999999,191.308955,2550.7860666666666
2011-08-21,9,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-21,10,4099.0882,121.44791494249142,2.0,4099.0882,0.0,327.927056,102.477205,2049.5441
2011-08-22,1,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-08-22,4,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
