OrderDate,SalesAmount,Average Profit Margin,OrderQty,UnitPrice,UnitPriceDiscount,TaxAmt,Freight,Average_Revenue_Per_User
2011-08-01,1180210.157776,1823.0563015245102,1516.0,454230.6449,0.07,94416.812622,29505.253873999998,18440.78371525
2011-08-02,35782.7,647.989480191123,10.0,35782.7,0.0,2862.616,894.5675,3578.2699999999995
2011-08-03,11433.9082,238.03537289586097,4.0,11433.9082,0.0,914.7126559999999,285.847705,2858.47705
2011-08-04,21113.059999999998,414.8145642843839,6.0,21113.059999999998,0.0,1689.0448,527.8265,3518.843333333333
2011-08-05,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-08-06,22168.7182,432.4322169531979,7.0,22168.7182,0.0,1773.497456,554.217955,3166.959742857143
2011-08-07,15012.1782,302.8343209149733,5.0,15012.1782,0.0,1200.974256,375.304455,3002.43564
2011-08-08,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-08-09,24463.05,492.62395035528834,7.0,24463.05,0.0,1957.0439999999999,611.5762500000001,3494.7214285714285
2011-08-10,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-08-12,6978.26,142.60833412307966,2.0,6978.26,0.0,558.2608,174.4565,3489.13
2011-08-13,8351.4564,229.88539178359636,4.0,8351.4564,0.0,668.116512,208.78641,2087.8641
2011-08-14,17891.35,323.9947400955615,5.0,17891.35,0.0,1431.308,447.28375,3578.2699999999995
2011-08-15,14313.08,259.1957920764492,4.0,14313.08,0.0,1145.0464,357.827,3578.27
2011-08-16,15012.1782,302.8343209149733,5.0,15012.1782,0.0,1200.974256,375.30445499999996,3002.43564
2011-08-17,13956.52,285.2166682461593,4.0,13956.52,0.0,1116.5216,348.913,3489.13
2011-08-18,17891.35,323.9947400955615,5.0,17891.35,0.0,1431.308,447.28375,3578.2699999999995
2011-08-19,25568.7082,510.2416030571652,8.0,25568.7082,0.0,2045.4966559999998,639.217705,3196.088525
2011-08-20,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-08-21,22307.9764,515.1020600297556,8.0,22307.9764,0.0,1784.6381119999999,557.69941,2788.49705
2011-08-22,21469.62,388.79368811467384,6.0,21469.62,0.0,1717.5695999999998,536.7405,3578.27
2011-08-23,22168.7182,432.4322169531979,7.0,22168.7182,0.0,1773.4974559999998,554.217955,3166.959742857143
2011-08-24,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-08-25,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-08-26,15012.1782,302.8343209149733,5.0,15012.1782,0.0,1200.974256,375.30445499999996,3002.43564
2011-08-27,27145.1846,584.5082226493583,10.0,27145.1846,0.0,2171.614768,678.629615,2714.5184600000002
2011-08-28,4277.3682,108.43747685763638,2.0,4277.3682,0.0,342.189456,106.93420499999999,2138.6841
2011-08-29,699.0982,43.63852883852408,1.0,699.0982,0.0,55.927856,17.477455,699.0982
2011-08-30,35782.7,647.989480191123,10.0,35782.7,0.0,2862.616,894.5675,3578.2699999999995
2011-08-31,855976.62447,-632.2669148739839,1246.0,349304.7592,0.18000000000000002,68478.129957,21399.415548,19454.014192500003
2011-09-01,10531.529999999999,207.40728212566052,3.0,10531.529999999999,0.0,842.5224,263.28825,3510.5099999999998
2011-09-02,14313.08,259.1957920764492,4.0,14313.08,0.0,1145.0464,357.827,3578.27
2011-09-03,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-09-04,25187.1482,536.2624792103438,8.0,25187.1482,0.0,2014.971856,629.678705,3148.393525
2011-09-05,7652.3582,186.24686294507228,3.0,7652.3582,0.0,612.188656,191.308955,2550.7860666666666
2011-09-06,11433.9082,238.03537289586097,4.0,11433.9082,0.0,914.7126559999999,285.847705,2858.47705
2011-09-07,33246.066399999996,696.4884660187689,11.0,33246.066399999996,0.0,2659.6853119999996,831.15166,3022.3696727272722
2011-09-08,29121.9782,575.0405510597461,9.0,29121.9782,0.0,2329.758256,728.049455,3235.7753555555555
2011-09-09,17891.35,323.9947400955615,5.0,17891.35,0.0,1431.308,447.28375,3578.2699999999995
2011-09-10,28016.32,557.4228983578691,8.0,28016.32,0.0,2241.3055999999997,700.408,3502.04
2011-09-11,42557.68,803.6082523825263,12.0,42557.68,0.0,3404.6144,1063.942,3546.4733333333334
2011-09-12,18233.8882,393.65414510379566,6.0,18233.8882,0.0,1458.7110559999999,455.84720500000003,3038.981366666667
2011-09-13,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-09-14,6953.26,142.6083341065482,2.0,6953.26,0.0,556.2608,173.8315,3476.63
2011-09-15,18183.8882,393.6541450707328,6.0,18183.8882,0.0,1454.7110559999999,454.59720500000003,3030.6480333333334
2011-09-16,10531.529999999999,207.40728212566052,3.0,10531.529999999999,0.0,842.5224,263.28825,3510.5099999999998
2011-09-17,28447.88,531.4020222377535,8.0,28447.88,0.0,2275.8304,711.197,3555.985
2011-09-18,15012.1782,302.8343209149733,5.0,15012.1782,0.0,1200.974256,375.30445499999996,3002.43564
2011-09-19,21469.62,388.79368811467384,6.0,21469.62,0.0,1717.5695999999998,536.7405,3578.27
2011-09-20,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-09-21,11255.6282,251.04581098071603,4.0,11255.6282,0.0,900.450256,281.390705,2813.90705
2011-09-22,15012.1782,302.8343209149733,5.0,15012.1782,0.0,1200.974256,375.30445499999996,3002.43564
2011-09-24,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2011-09-25,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-09-26,30024.3564,605.6686418299466,10.0,30024.3564,0.0,2401.948512,750.60891,3002.43564
2011-09-27,15012.1782,302.8343209149733,5.0,15012.1782,0.0,1200.974256,375.30445499999996,3002.43564
2011-09-28,23884.4528,589.3686796219488,10.0,23884.4528,0.0,1910.756224,597.11132,2388.44528
2011-09-29,21990.4382,445.4426550380529,7.0,21990.4382,0.0,1759.235056,549.760955,3141.4911714285713
2011-09-30,6749.98,155.6187721748718,2.0,6749.98,0.0,539.9984,168.7495,3374.99
2011-10-01,2344867.297504,552.8743446733847,2969.0,852782.1231,0.26,187589.383798,58621.682307,24425.701015666666
2011-10-02,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-10-03,13931.52,285.2166682296278,4.0,13931.52,0.0,1114.5216,348.288,3482.88
2011-10-04,18412.1682,380.64370701894063,6.0,18412.1682,0.0,1472.973456,460.304205,3068.6947
2011-10-05,21990.4382,445.4426550380529,7.0,21990.4382,0.0,1759.235056,549.760955,3141.4911714285713
2011-10-06,17509.79,350.0156162487401,5.0,17509.79,0.0,1400.7831999999999,437.74475,3501.958
2011-10-07,26446.0864,540.8696938108343,9.0,26446.0864,0.0,2115.686912,661.15216,2938.4540444444447
2011-10-08,28626.16,518.3915841528984,8.0,28626.16,0.0,2290.0928,715.654,3578.27
2011-10-09,14313.08,259.1957920764492,4.0,14313.08,0.0,1145.0464,357.827,3578.27
2011-10-10,21762.158199999998,458.4530930898451,7.0,21762.158199999998,0.0,1740.972656,544.053955,3108.8797428571424
2011-10-11,21469.62,388.79368811467384,6.0,21469.62,0.0,1717.5695999999998,536.7405,3578.27
2011-10-12,19289.5464,411.27179777260966,7.0,19289.5464,0.0,1543.163712,482.23866,2755.6494857142857
2011-10-13,27709.76,583.4437745606422,8.0,27709.76,0.0,2216.7808,692.744,3463.72
2011-10-14,28740.4182,601.0614272129247,9.0,28740.4182,0.0,2299.233456,718.510455,3193.3798
2011-10-15,15507.9964,359.48328782182097,6.0,15507.9964,0.0,1240.639712,387.69991,2584.6660666666667
2011-10-16,24844.61,466.6030742021097,7.0,24844.61,0.0,1987.5688,621.1152500000001,3549.23
2011-10-17,11433.9082,238.03537289586097,4.0,11433.9082,0.0,914.7126559999999,285.847705,2858.47705
2011-10-18,10556.529999999999,207.40728214219195,3.0,10556.529999999999,0.0,844.5224,263.91325,3518.843333333333
2011-10-19,18590.4482,367.6332689340856,6.0,18590.4482,0.0,1487.235856,464.761205,3098.408033333333
2011-10-20,14833.8982,315.84475899982834,5.0,14833.8982,0.0,1186.711856,370.84745499999997,2966.7796399999997
2011-10-21,21113.059999999998,414.8145642843839,6.0,21113.059999999998,0.0,1689.0448,527.8265,3518.843333333333
2011-10-22,4277.3682,108.43747685763638,2.0,4277.3682,0.0,342.189456,106.93420499999999,2138.6841
2011-10-23,11433.9082,238.03537289586097,4.0,11433.9082,0.0,914.7126559999999,285.847705,2858.47705
2011-10-24,24641.329999999998,479.6135122704333,7.0,24641.329999999998,0.0,1971.3064,616.03325,3520.1899999999996
2011-10-25,10531.529999999999,207.40728212566052,3.0,10531.529999999999,0.0,842.5224,263.28825,3510.5099999999998
2011-10-26,18590.4482,367.6332689340856,6.0,18590.4482,0.0,1487.235856,464.761205,3098.408033333333
2011-10-27,7855.6382,173.23642487674869,3.0,7855.6382,0.0,628.451056,196.390955,2618.546066666667
2011-10-28,21633.8782,471.463531207763,7.0,21633.8782,0.0,1730.7102559999998,540.846955,3090.5540285714283
2011-10-29,17891.35,323.9947400955615,5.0,17891.35,0.0,1431.308,447.28375,3578.2699999999995
2011-10-30,18590.4482,367.6332689340856,6.0,18590.4482,0.0,1487.235856,464.761205,3098.408033333333
2011-10-31,1720632.612826,671.4415615347018,2250.0,607558.0023,0.17,137650.609024,43015.81523,25303.42077685294
2011-11-01,25543.7082,510.2416030406338,8.0,25543.7082,0.0,2043.4966559999998,638.592705,3192.963525
2011-11-02,35401.14,674.0103563443016,10.0,35401.14,0.0,2832.0912,885.0285,3540.114
2011-11-03,14833.8982,315.84475899982834,5.0,14833.8982,0.0,1186.711856,370.84745499999997,2966.7796399999997
2011-11-04,21063.059999999998,414.81456425132103,6.0,21063.059999999998,0.0,1685.0448,526.5765,3510.5099999999998
2011-11-05,17891.35,323.9947400955615,5.0,17891.35,0.0,1431.308,447.28375,3578.2699999999995
2011-11-06,21291.34,401.80412619952887,6.0,21291.34,0.0,1703.3072,532.2835,3548.556666666667
2011-11-07,55454.042799999996,1211.5905259823987,19.0,55454.042799999996,0.0,4436.323424,1386.35107,2918.633831578947
2011-11-08,17713.07,337.0051781804166,5.0,17713.07,0.0,1417.0456,442.82675,3542.614
2011-11-09,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2011-11-10,36481.7982,691.628009029647,11.0,36481.7982,0.0,2918.543856,912.044955,3316.5271090909087
2011-11-11,14313.08,259.1957920764492,4.0,14313.08,0.0,1145.0464,357.827,3578.27
2011-11-12,38191.29,790.8510566532398,11.0,38191.29,0.0,3055.3032,954.78225,3471.935454545455
2011-11-13,17688.07,337.0051781638851,5.0,17688.07,0.0,1415.0456,442.20175,3537.614
2011-11-14,39678.5082,782.447833201938,12.0,39678.5082,0.0,3174.280656,991.962705,3306.5423499999997
2011-11-15,21965.4382,445.4426550215215,7.0,21965.4382,0.0,1757.235056,549.135955,3137.919742857143
2011-11-16,11230.6282,251.04581096418457,4.0,11230.6282,0.0,898.450256,280.765705,2807.65705
2011-11-17,21469.62,388.79368811467384,6.0,21469.62,0.0,1717.5695999999998,536.7405,3578.27
2011-11-18,41076.7046,869.7248908789862,14.0,41076.7046,0.0,3286.136368,1026.917615,2934.0503285714285
2011-11-19,28715.4182,601.0614271963933,9.0,28715.4182,0.0,2297.233456,717.885455,3190.6020222222223
2011-11-20,26966.9046,597.5186607342134,10.0,26966.9046,0.0,2157.352368,674.172615,2696.6904600000003
2011-11-21,22168.7182,432.4322169531979,7.0,22168.7182,0.0,1773.497456,554.217955,3166.959742857143
2011-11-22,25746.9882,497.2311649723102,8.0,25746.9882,0.0,2059.759056,643.674705,3218.373525
2011-11-23,15012.1782,302.8343209149733,5.0,15012.1782,0.0,1200.974256,375.304455,3002.43564
2011-11-24,19086.2664,424.28223584093325,7.0,19086.2664,0.0,1526.901312,477.15666,2726.6094857142857
2011-11-25,25543.7082,510.2416030406338,8.0,25543.7082,0.0,2043.4966559999998,638.592705,3192.963525
2011-11-26,14313.08,259.1957920764492,4.0,14313.08,0.0,1145.0464,357.827,3578.27
2011-11-27,26966.904599999998,597.5186607342134,10.0,26966.904599999998,0.0,2157.352368,674.172615,2696.69046
2011-11-28,28219.6,544.4124602895456,8.0,28219.6,0.0,2257.5679999999998,705.49,3527.45
2011-11-29,24488.05,492.6239503718198,7.0,24488.05,0.0,1959.0439999999999,612.2012500000001,3498.292857142857
2011-11-30,22168.7182,432.4322169531979,7.0,22168.7182,0.0,1773.4974559999998,554.217955,3166.959742857143
2011-12-01,725046.42074,-807.6281607477179,857.0,316900.5683,0.02,58003.713659,18126.160465,16112.142683111111
2011-12-02,14313.08,259.1957920764492,4.0,14313.08,0.0,1145.0464,357.827,3578.27
2011-12-03,28041.32,557.4228983744007,8.0,28041.32,0.0,2243.3055999999997,701.033,3505.165
2011-12-04,17713.07,337.0051781804166,5.0,17713.07,0.0,1417.0456,442.82675,3542.614
2011-12-05,7855.638199999999,173.23642487674869,3.0,7855.638199999999,0.0,628.451056,196.390955,2618.5460666666663
2011-12-06,21266.34,401.8041261829974,6.0,21266.34,0.0,1701.3072,531.6585,3544.39
2011-12-07,8554.7364,216.87495371527277,4.0,8554.7364,0.0,684.378912,213.86840999999998,2138.6841
2011-12-08,25365.4282,523.2520411254889,8.0,25365.4282,0.0,2029.234256,634.135705,3170.678525
2011-12-09,17891.35,323.9947400955615,5.0,17891.35,0.0,1431.308,447.28375,3578.2699999999995
2011-12-10,14109.8,272.2062301447728,4.0,14109.8,0.0,1128.7839999999999,352.745,3527.45
2011-12-11,31619.59,622.2218463935129,9.0,31619.59,0.0,2529.5672,790.48975,3513.2877777777776
2011-12-12,25047.89,453.59263613378613,7.0,25047.89,0.0,2003.8311999999999,626.1972499999999,3578.27
2011-12-13,7855.6382,173.23642487674869,3.0,7855.6382,0.0,628.451056,196.390955,2618.546066666667
2011-12-14,31669.59,622.2218464265759,9.0,31669.59,0.0,2533.5672,791.73975,3518.8433333333332
2011-12-15,21380.5982,484.4739692430237,7.0,21380.5982,0.0,1710.4478559999998,534.514955,3054.3711714285714
2011-12-16,24666.329999999998,479.61351228696475,7.0,24666.329999999998,0.0,1973.3064,616.65825,3523.7614285714285
2011-12-17,25365.4282,523.2520411254889,8.0,25365.4282,0.0,2029.234256,634.135705,3170.678525
2011-12-18,15711.276399999999,346.47284975349737,6.0,15711.276399999999,0.0,1256.902112,392.78191,2618.5460666666663
2011-12-19,18590.4482,367.6332689340856,6.0,18590.4482,0.0,1487.235856,464.761205,3098.408033333333
2011-12-20,21469.62,388.79368811467384,6.0,21469.62,0.0,1717.5695999999998,536.7405,3578.27
2011-12-21,24691.329999999998,479.6135123034962,7.0,24691.329999999998,0.0,1975.3064,617.28325,3527.332857142857
2011-12-22,31644.59,622.2218464100443,9.0,31644.59,0.0,2531.5672,791.11475,3516.0655555555554
2011-12-23,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2011-12-24,25568.7082,510.2416030571652,8.0,25568.7082,0.0,2045.4966559999998,639.217705,3196.088525
2011-12-25,5675.5646,195.71453453468456,4.0,5675.5646,0.0,454.045168,141.889115,1418.89115
2011-12-26,17509.79,350.0156162487401,5.0,17509.79,0.0,1400.7831999999999,437.74475,3501.958
2011-12-27,14833.8982,315.84475899982834,5.0,14833.8982,0.0,1186.711856,370.84745499999997,2966.7796399999997
2011-12-28,15507.9964,359.48328782182097,6.0,15507.9964,0.0,1240.639712,387.69991,2584.6660666666667
2011-12-29,11255.6282,251.04581098071603,4.0,11255.6282,0.0,900.450256,281.390705,2813.90705
2011-12-30,27145.1846,584.5082226493583,10.0,27145.1846,0.0,2171.614768,678.629615,2714.5184600000002
2011-12-31,21762.158199999998,458.4530930898451,7.0,21762.158199999998,0.0,1740.972656,544.053955,3108.8797428571424
2012-01-01,1919379.378558,-652.3729849208515,2138.0,795216.1052,0.09,153550.350284,47984.48436,22580.933865388237
2012-01-02,18590.4482,367.6332689340856,6.0,18590.4482,0.0,1487.235856,464.761205,3098.408033333333
2012-01-03,24844.61,466.6030742021097,7.0,24844.61,0.0,1987.5688,621.1152500000001,3549.23
2012-01-04,16410.3746,390.1113785920214,7.0,16410.3746,0.0,1312.829968,410.259365,2344.3392285714285
2012-01-05,20884.78,427.82500233617606,6.0,20884.78,0.0,1670.7823999999998,522.1195,3480.7966666666666
2012-01-06,24087.732799999998,576.3582415536251,10.0,24087.732799999998,0.0,1927.0186239999998,602.19332,2408.77328
2012-01-07,21088.059999999998,414.81456426785246,6.0,21088.059999999998,0.0,1687.0448,527.2015,3514.6766666666663
2012-01-08,14109.8,272.2062301447728,4.0,14109.8,0.0,1128.7839999999999,352.745,3527.45
2012-01-09,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2012-01-10,35401.14,674.0103563443016,10.0,35401.14,0.0,2832.0912,885.0285,3540.114
2012-01-11,40060.0682,756.4269570487594,12.0,40060.0682,0.0,3204.805456,1001.501705,3338.339016666667
2012-01-12,10531.529999999999,207.40728212566052,3.0,10531.529999999999,0.0,842.5224,263.28825,3510.5099999999998
2012-01-13,24666.329999999998,479.61351228696475,7.0,24666.329999999998,0.0,1973.3064,616.65825,3523.7614285714285
2012-01-14,22867.8164,476.07074579172195,8.0,22867.8164,0.0,1829.4253119999998,571.69541,2858.47705
2012-01-15,21469.62,388.79368811467384,6.0,21469.62,0.0,1717.5695999999998,536.7405,3578.27
2012-01-16,7677.3582,186.2468629616037,3.0,7677.3582,0.0,614.1886559999999,191.933955,2559.1194
2012-01-17,14313.08,259.1957920764492,4.0,14313.08,0.0,1145.0464,357.827,3578.27
2012-01-18,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2012-01-19,18590.4482,367.6332689340856,6.0,18590.4482,0.0,1487.235856,464.761205,3098.408033333333
2012-01-20,15012.1782,302.8343209149733,5.0,15012.1782,0.0,1200.974256,375.304455,3002.43564
2012-01-21,3578.27,64.7989480191123,1.0,3578.27,0.0,286.2616,89.45675,3578.27
2012-01-22,35401.14,674.0103563443016,10.0,35401.14,0.0,2832.0912,885.0285,3540.114
2012-01-23,17891.35,323.9947400955615,5.0,17891.35,0.0,1431.308,447.28375,3578.2699999999995
2012-01-24,29325.2582,562.0301129914225,9.0,29325.2582,0.0,2346.0206559999997,733.131455,3258.362022222222
2012-01-25,9253.8346,260.51348255379685,5.0,9253.8346,0.0,740.3067679999999,231.345865,1850.76692
2012-01-26,39856.7882,769.437395117083,12.0,39856.7882,0.0,3188.543056,996.419705,3321.3990166666667
2012-01-27,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2012-01-28,17688.07,337.0051781638851,5.0,17688.07,0.0,1415.0456,442.20175,3537.614
2012-01-29,1473667.5818,347.5188533240411,1648.0,582280.3986,0.02,117893.406544,36841.689467000004,21052.394025714286
2012-01-30,21990.4382,445.4426550380529,7.0,21990.4382,0.0,1759.235056,549.760955,3141.4911714285713
2012-01-31,23363.6346,532.7197126985697,9.0,23363.6346,0.0,1869.090768,584.090865,2595.9594
2012-02-01,25543.7082,510.2416030406338,8.0,25543.7082,0.0,2043.4966559999998,638.592705,3192.963525
2012-02-02,10734.81,194.39684405733692,3.0,10734.81,0.0,858.7847999999999,268.37025,3578.27
2012-02-03,29146.978199999998,575.0405510762776,9.0,29146.978199999998,0.0,2331.758256,728.674455,3238.553133333333
2012-02-04,28765.4182,601.0614272294562,9.0,28765.4182,0.0,2301.233456,719.135455,3196.157577777778
2012-02-05,13906.52,285.2166682130964,4.0,13906.52,0.0,1112.5216,347.663,3476.63
2012-02-06,18590.4482,367.6332689340856,6.0,18590.4482,0.0,1487.235856,464.761205,3098.408033333333
2012-02-07,7156.54,129.5978960382246,2.0,7156.54,0.0,572.5232,178.9135,3578.27
2012-02-08,20884.78,427.82500233617606,6.0,20884.78,0.0,1670.7823999999998,522.1195,3480.7966666666666
2012-02-09,14833.8982,315.84475899982834,5.0,14833.8982,0.0,1186.711856,370.84745499999997,2966.7796399999997
2012-02-10,32115.408199999998,678.8708133003606,10.0,32115.408199999998,0.0,2569.2326559999997,802.885205,3211.5408199999997
2012-02-11,11255.6282,251.04581098071603,4.0,11255.6282,0.0,900.450256,281.390705,2813.90705
2012-02-12,29617.7964,631.6895179665937,10.0,29617.7964,0.0,2369.423712,740.4449099999999,2961.7796399999997
2012-02-13,17891.35,323.9947400955615,5.0,17891.35,0.0,1431.308,447.28375,3578.2699999999995
2012-02-14,25732.966399999998,592.9114461502544,9.0,25732.966399999998,0.0,2058.637312,643.32416,2859.2184888888887
2012-02-15,22867.8164,476.07074579172195,8.0,22867.8164,0.0,1829.4253119999998,571.69541,2858.47705
2012-02-16,11433.9082,238.03537289586097,4.0,11433.9082,0.0,914.7126559999999,285.847705,2858.47705
2012-02-17,31847.87,609.2114083417208,9.0,31847.87,0.0,2547.8296,796.1967500000001,3538.652222222222
